id	text
867862653124976640	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867862640055463936	imag manifest democra tent imped sen vidr vot favor reform previd 
867861878369910784	reform previd confiss acougu cartacapit 
867861868492328961	reform previd confiss acougu cartacapit 
867861385774084097	final to ouv sobr reform previd olh to bem trist 
867860742896144384	favor par gast dinh public propagand engan sobr reform previd trabalh camb corrupt maldit 
867860670229905408	@micheltem vide faz prest cont pag propin vc aprov canalh reform prev 
867860266905677824	ricard saud jb explic e verd reform previd tem cont assist ai 
867860070343864320	ricard saud jb explic e verd reform previd tem cont assist ai 
867860047346491392	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867859953129803776	ricard saud jb explic e verd reform previd tem cont assist ai 
867859726893281280	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867859726415126532	ricard saud jb explic e verd reform previd tem cont assist ai 
867859595552862208	ricard saud jb explic e verd reform previd tem cont assist ai 
867858897821982720	ricard saud jb explic e verd reform previd tem cont assist ai 
867858851407777792	voc quer faz econom cresc lut reform previd eu nao quer aument luc 
867858594515095554	ricard saud jb explic e verd reform previd tem cont assist ai 
867858450465927170	ricard saud jb explic e verd reform previd tem cont assist ai 
867858345256001536	ricard saud jb explic e verd reform previd tem cont assist ai 
867858208735412224	vide cnbb conselh feder profiss conden reform previd 
867858067337170944	agor imagin apen imagin forc arm inclu reform previd est aind fie 
867857882037006336	po fog tud anj fod se prejuiz gent pag morr qualqu form grac reform previd 
867857624280293376	ricard saud jb explic e verd reform previd tem cont assist ai 
867857594278432769	chap cass gent pod qu reform previd 
867857404393918464	ricard saud jb explic e verd reform previd tem cont assist ai 
867857383518683136	vide faz prest cont pag propin vc aprov canalh re 
867857163254988802	ato contr reform previd aven paul 
867857080157433856	ricard saud jb explic e verd reform previd tem cont assist ai 
867856768436752384	ricard saud jb explic e verd reform previd tem cont assist ai 
867856692473724929	ato contr reform previd aven paul 
867856634365841409	ricard saud jb explic e verd reform previd tem cont assist ai 
867856518045151232	ricard saud jb explic e verd reform previd tem cont assist ai 
867856329720856576	ricard saud jb explic e verd reform previd tem cont assist ai 
867856164956110849	rela afirm reform previd previs ser vot continu acompanh noss 
867855572921708548	ricard saud jb explic e verd reform previd tem cont assist ai 
867855501811429376	ricard saud jb explic e verd reform previd tem cont assist ai 
867854882753085440	ricard saud jb explic e verd reform previd tem cont assist ai 
867854853829255168	ricard saud jb explic e verd reform previd tem cont assist ai 
867854646932582401	ricard saud jb explic e verd reform previd tem cont assist ai 
867854426576474114	vide cnbb conselh feder profiss conden reform previd a 
867854216689319936	ricard saud jb explic e verd reform previd tem cont assist ai 
867853943442952192	ricard saud jb explic e verd reform previd tem cont assist ai 
867853684046270467	vic presid cam avis tem falt vot aprov reform previd 
867853218826551296	cnbb conselh econom servic soc conden reform previd 
867853200627466240	ricard saud jb explic e verd reform previd tem cont assist ai 
867853175159652352	ricard saud jb explic e verd reform previd tem cont assist ai 
867852989897347072	cnbb conselh econom servic soc conden reform previd 
867852482327838720	ricard saud jb explic e verd reform previd tem cont assist ai 
867852398076755968	ricard saud jb explic e verd reform previd tem cont assist ai 
867852374341296128	govern celebr vitor aind falt vot reform previd 
867852101166223363	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867851976452734977	reform previd escravag feit corrupt atend banc imperi empresar 
867851870953517057	rela reform previd admit aprov pod exig negoci 
867851712224210944	voc quer faz econom cresc lut reform previd eu nao quer aument luc 
867851670906130433	ricard saud jb explic e verd reform previd tem cont assist ai 
867851188108013569	fat pb tribun cont est paraib reun especi debat sobr reform previd 
867851128787959810	pergunt dev ter feit sobr reform previd sens incomum 
867850767226462208	@ivaldor12 @pdt nacion lembr qua cruel reform previd pod ser 
867850599827746817	cnbb conselh econom servic soc conden reform previd 
867850460396257280	presid sess retir reform previd retir devoluc dobr val cobr ind 
867850329081118721	ricard saud jb explic e verd reform previd tem cont assist ai 
867850260680499200	particip prf ocup brasil marc lut contr reform 
867849694684340225	ricard saud jb explic e verd reform previd tem cont assist ai 
867849520717156352	vand e reform ensin medi previd trabalh 
867849195302113280	vic presid cam avis tem falt vot aprov reform previd 
867849079778398211	ricard saud jb explic e verd reform previd tem cont assist ai 
867849078440431617	sincofaz particip mobil brasil contr reform previd saib mais 
867848842351448065	ricard saud jb explic e verd reform previd tem cont assist ai 
867848640412430336	govern celebr vitor aind falt vot reform previd 
867848213956636673	cnbb conselh econom servic soc conden reform previd 
867847929364709376	rela reform previd admit aprov pod exig negoci 
867847843079491584	ricard saud jb explic e verd reform previd tem cont assist ai 
867847696559874048	cnbb conselh econom servic soc conden reform previd 
867847687944667140	@departhurma reform previd escravag feit corrupt atend banc imperi em 
867847661659058176	cnbb conselh econom servic soc conden reform previd 
867847400106467328	@departhurma reform previd escravag feit corrupt atend banc imperi empresar 
867847386898366465	ricard saud jb explic e verd reform previd tem cont assist ai 
867847267709005825	cnbb conselh econom servic soc conden reform previd 
867847066952794112	cnbb conselh econom servic soc conden reform previd 
867846855631261696	govern celebr vitor aind falt vot reform previd 
867846644930400257	ricard saud jb explic e verd reform previd tem cont assist ai 
867846420979748864	cnbb conselh econom servic soc conden reform previd 
867846302570295296	rela reform previd admit aprov pod exig negoci 
867846183879933952	ricard saud jb explic e verd reform previd tem cont assist ai 
867846118377476097	ricard saud jb explic e verd reform previd tem cont assist ai 
867846116993368064	ricard saud jb explic e verd reform previd tem cont assist ai 
867846110286630914	ricard saud jb explic e verd reform previd tem cont assist ai 
867846105224142848	ricard saud jb explic e verd reform previd tem cont assist ai 
867846032561975296	ricard saud jb explic e verd reform previd tem cont assist ai 
867845975607562240	cnbb conselh econom servic soc conden reform previd 
867845858083188737	ricard saud jb explic e verd reform previd tem cont assist ai 
867845736859389952	agor imagin apen imagin forc arm inclu reform previd est aind fie 
867845644215570433	cnbb conselh econom servic soc conden reform previd 
867845631288762369	ricard saud jb explic e verd reform previd tem cont assist ai 
867845626809249793	ricard saud jb explic e verd reform previd tem cont assist ai 
867845624464642048	govern celebr vitor aind falt vot reform previd 
867845613945311232	cnbb conselh econom servic soc conden reform previd 
867845421368045569	ricard saud jb explic e verd reform previd tem cont assist ai 
867845412434190336	ricard saud jb explic e verd reform previd tem cont assist ai 
867845205843599362	ricard saud jb explic e verd reform previd tem cont assist ai 
867845156518719490	ricard saud jb explic e verd reform previd tem cont assist ai 
867845110670794752	rela reform previd admit aprov pod exig negoci 
867845011316105217	cnbb conselh econom servic soc conden reform previd 
867844837969678337	ouv radi agor propagand gov feder sobr reform previd desonest fal um est n gran pag hj 
867844470993276929	cnbb conselh econom servic soc conden reform previd 
867844379548975106	cnbb conselh econom servic soc conden reform previd 
867844277543600130	gost vide 
867844125319725057	govern celebr vitor aind falt vot reform previd 
867844086526603268	reform previd escravag feit corrupt atend banc imperi empresar 
867843791008518144	cnbb conselh econom servic soc conden reform previd 
867843702261260289	rela reform previd admit aprov pod exig negoci 
867843639602491392	ricard saud jb explic e verd reform previd tem cont assist ai 
867843633021677570	ricard saud jb explic e verd reform previd tem cont assist ai 
867843591250595840	imag manifest democra tent imped sen vidr vot favor reform previd 
867843524108136448	ricard saud jb explic e verd reform previd tem cont assist ai 
867843466457473024	cpi previd discut impact reform econom aposent 
867843258474541056	govern celebr vitor aind falt vot reform previd 
867843243496669185	ricard saud jb explic e verd reform previd tem cont assist ai 
867843135443009536	ricard saud jb explic e verd reform previd tem cont assist ai 
867842923496394752	cnbb conselh econom servic soc conden reform previd 
867842890403389442	comiss finaliz vot relatori reform previd 
867842882094252032	ricard saud jb explic e verd reform previd tem cont assist ai 
867842797029773314	rela reform previd admit aprov pod exig negoci 
867842749168594946	ricard saud jb explic e verd reform previd tem cont assist ai 
867842187517730817	ricard saud jb explic e verd reform previd tem cont assist ai 
867841799062261761	ricard saud jb explic e verd reform previd tem cont assist ai 
867841785741152256	ricard saud jb explic e verd reform previd tem cont assist ai 
867841317711339520	ricard saud jb explic e verd reform previd tem cont assist ai 
867841129684795393	ricard saud jb explic e verd reform previd tem cont assist ai 
867841004132499456	tce pb realiz debat sobr reform previd 
867840953926774784	ricard saud jb explic e verd reform previd tem cont assist ai 
867840945278128128	ricard saud jb explic e verd reform previd tem cont assist ai 
867840915234279424	propin jb e plan aposentad tem enquant empal cl trabalh reform previd 
867840780404219904	ricard saud jb explic e verd reform previd tem cont assist ai 
867840756446150657	@ihateidiots7 @chucrotec @joaopedro27696 senh conf rela ref 
867840610262298625	1 lul usou forc brut espanc trabalh lut contr reform previdenc pancad b 
867840011005292544	ricard saud jb explic e verd reform previd tem cont assist ai 
867839810337206273	car famil toniell pass burgu saf qu gent alien concord reform previd 
867839641961082880	ricard saud jb explic e verd reform previd tem cont assist ai 
867839497760854017	ricard saud jb explic e verd reform previd tem cont assist ai 
867839374549020673	ricard saud jb explic e verd reform previd tem cont assist ai 
867839351232880641	ricard saud jb explic e verd reform previd tem cont assist ai 
867839289538871296	ricard saud jb explic e verd reform previd tem cont assist ai 
867839269112602624	ricard saud jb explic e verd reform previd tem cont assist ai 
867839257808965634	ricard saud jb explic e verd reform previd tem cont assist ai 
867839081996328960	ricard saud jb explic e verd reform previd tem cont assist ai 
867839080444383233	gost vide 
867839018721058816	ricard saud jb explic e verd reform previd tem cont assist ai 
867839000605863936	ricard saud jb explic e verd reform previd tem cont assist ai 
867838959002558464	ricard saud jb explic e verd reform previd tem cont assist ai 
867838958025273344	ricard saud jb explic e verd reform previd tem cont assist ai 
867838850139402240	chap cass gent pod qu reform previd 
867838802609528833	ricard saud jb explic e verd reform previd tem cont assist ai 
867838533633028097	@portalr7 defend voc e polit tem tir reform previd polic polic 
867838483179687938	ai qu faz reform previd pag prejuiz e goz mesm 
867838163531726849	voc quer faz econom cresc lut reform previd eu nao quer aument luc 
867838115104391169	ricard saud jb explic e verd reform previd tem cont assist ai 
867837817644339200	ricard saud jb explic e verd reform previd tem cont assist ai 
867837218613841920	ricard saud jb explic e verd reform previd tem cont assist ai 
867835947609706497	tem nome bab michel carg public salari r 5 mil me problem brasil e ref 
867835542683230208	ricard saud jb explic e verd reform previd tem cont assist ai 
867835344150036480	ricard saud jb explic e verd reform previd tem cont assist ai 
867834814950518785	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867834669273841664	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867834617075818497	contr reform previd copi col mural totalmentecontr foratemergolp foratodoscorrutp f 
867834569847910400	ricard saud jb explic e verd reform previd tem cont assist ai 
867834548066766849	prim diss apo reform previd reform trabalh pro segund turn 
867834302817599491	coloc vid risc aposent ced reform previd saib mais 
867833920565411840	tem nome bab michel carg public salari r 5 mil me problem brasil e 
867833557355552770	vide feder radial fitert desmarc fars reform previd revel inter 
867833203758948352	ricard saud jb explic e verd reform previd tem cont assist ai 
867833134422921217	reform trabalh previd etc etc blz qnd vim reform torrent cl oper limit 
867832982912081920	acord mater public sen notic reun entidad acus pec 287 2016 agrav 
867832424507609088	tem visit fer manifest contr reform previd vitim petul impied 
867831505778757632	rela reform previd diz nao dat ser vot alert contrapec287 
867831320608743424	exat grand empr milionar soneg gov nao obrig pagu quer enfi goel abaix reform pre 
867830229477281792	ricard saud jb explic e verd reform previd tem cont assist ai 
867830029908144132	brinc ler iss reform previd trabalh pass aind dilm cort 10 bi saud 4 ano 
867829736248102912	imag manifest democra tent imped sen vidr vot favor reform previd 
867829692442738689	ricard saud jb explic e verd reform previd tem cont assist ai 
867829084155498496	govern celebr vitor aind falt vot reform previd 
867828910066733059	gent manifest contr reform previd terceir outr balel govern 
867828897198604288	adiant dar migalh reform previd escravag feit corrupt atend 
867828647490670593	rela reform previd admit aprov pod exig negoci 
867828309924753408	ricard saud jb explic e verd reform previd tem cont assist ai 
867828201426485250	reform previd escravag feit corrupt atend banc imperi empresar 
867827504777703425	@marcu pest par maldad reform previd escravag feit corrupt 
867827310912843778	govern celebr vitor aind falt vot reform previd 
867827213361487872	problem reform previd agor pod aposent 
867826696170483712	ricard saud jb explic e verd reform previd tem cont assist ai 
867826506495668227	ricard saud jb explic e verd reform previd tem cont assist ai 
867826471146049536	100 mil pesso ocup brasil hoj contr reform trabalh previd diretaspordireit 
867825246778400769	rela reform previd admit aprov pod exig negoci 
867825194609651712	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867824649572409344	imag manifest democra tent imped sen vidr vot favor reform previd 
867824078618603520	previdenci previd soc organiz sob form regim geral carat contribu principi contribut 
867823765836660737	ricard saud jb explic e verd reform previd tem cont assist ai 
867823385035800581	ricard saud jb explic e verd reform previd tem cont assist ai 
867822626491813888	agend econom impo reform previd est acim quest presid equip econom 
867822624277229569	ricard saud jb explic e verd reform previd tem cont assist ai 
867822493309992960	ricard saud jb explic e verd reform previd tem cont assist ai 
867822158931779585	ricard saud jb explic e verd reform previd tem cont assist ai 
867821929197174787	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867821818920534016	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867821818211651585	ricard saud jb explic e verd reform previd tem cont assist ai 
867821772812546049	ricard saud jb explic e verd reform previd tem cont assist ai 
867821769469681665	1 lul usou forc brut espanc trabalh lut contr reform previdenc pancad b 
867820550793678850	cnbb conselh econom servic soc conden reform previd 
867819645344067584	ricard saud jb explic e verd reform previd tem cont assist ai 
867819529883275264	cnbb conselh econom servic soc conden reform previd 
867818924888518656	eit e roub dentr roub band vao vot reform previd trabalh port 
867818799927578625	ricard saud jb explic e verd reform previd tem cont assist ai 
867818407365947393	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867818299618471936	e contr favor reform previd 
867816938252251136	ricard saud jb explic e verd reform previd tem cont assist ai 
867816902395129857	precis convers alguem sobr maior penal reform previd 
867816244908613633	vide feder radial fitert desmarc fars reform previd revel inter 
867816105347174400	abert edit selec trabalh cientif semin reform trabalh previd soc 
867815362213146625	ricard saud jb explic e verd reform previd tem cont assist ai 
867814684950487041	ricard saud jb explic e verd reform previd tem cont assist ai 
867814189661900801	nunc duvid princip durv e simbol reform previd alguem prov 
867813878209687553	sald reform previd bomb contr cl trabalh protest contr 
867813575469019137	ido event forc sindic critic reform previd diz tem es 
867813384225533952	vide feder radial fitert desmarc fars reform previd revel inter 
867813279095291904	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867811213576679424	ricard saud jb explic e verd reform previd tem cont assist ai 
867811188847071233	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867811041023012865	ricard saud jb explic e verd reform previd tem cont assist ai 
867810611031396353	ricard saud jb explic e verd reform previd tem cont assist ai 
867810003503251456	debat reform previd soc e import merc despert inter previd priv 
867809949321244672	ricard saud jb explic e verd reform previd tem cont assist ai 
867808604862255104	ricard saud jb explic e verd reform previd tem cont assist ai 
867808254046461952	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867807725119582210	ricard saud jb explic e verd reform previd tem cont assist ai 
867807687014313984	ocupabrasil carr est lut contr reform previd 
867807572027486208	ricard saud jb explic e verd reform previd tem cont assist ai 
867807104500936704	parc lut contr reform previd 
867807042769215488	ministr fazend admit hav atras seman reform previd 
867806712606203905	vide feder radial fitert desmarc fars reform previd revel inter 
867805663900184577	ocupabrasil carr est lut contr reform previd 
867804914596098049	vide feder radial fitert desmarc fars reform previd revel inter 
867804689789857792	vide feder radial fitert desmarc fars reform previd revel inter 
867804563641950208	sinc surpres aind us argument reform previd aqu 
867804553449754624	vide feder radial fitert desmarc fars reform previd revel inter 
867804239682252800	cnbb conselh econom servic soc conden reform previd 
867804132240961536	ricard saud jb explic e verd reform previd tem cont assist ai 
867803679193255936	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867803253190340608	deput pens sobr impeachment tem ele diret reform previd 
867802567123795968	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867802429714313216	ricard saud jb explic e verd reform previd tem cont assist ai 
867802056278646784	ricard saud jb explic e verd reform previd tem cont assist ai 
867802015937724416	ricard saud jb explic e verd reform previd tem cont assist ai 
867801998439186432	ricard saud jb explic e verd reform previd tem cont assist ai 
867801678250225664	cnbb conselh econom servic soc conden reform previd 
867801281427099648	agenc public ouv deput feder sobr impeachment ele reform previd 
867800829717360640	mobil contr reform previd itirucu 
867800007037956096	propagand golp favor reform previd spotify ta ai bom motiv comec pag cont premium 
867799912494374912	ricard saud jb explic e verd reform previd tem cont assist ai 
867799797117353985	ricard saud jb explic e verd reform previd tem cont assist ai 
867799762057277442	ricard saud jb explic e verd reform previd tem cont assist ai 
867799684823351297	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867799349320761344	@gilson diniz entend val reform previd lul fiz e reform b 
867799109557768192	cnbb conselh econom servic soc conden reform previd 
867799091962621952	pesso tao ofend mod elogi post kat abr posicion contr reform trabalh previd rs 
867798605561831425	agenc public ouv deput feder sobr impeachment ele reform previd 
867798398593900544	ricard saud jb explic e verd reform previd tem cont assist ai 
867798387550236672	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867798381913092096	agenc public ouv deput feder sobr impeachment ele reform previd 
867798013837791232	entend reform previd soc 
867797934892433409	@wesleyscord dev est assist vide mand lul defend reform previd 
867797542607695872	ricard saud jb explic e verd reform previd tem cont assist ai 
867797406556934144	cnbb conselh econom servic soc conden reform previd 
867796949059194882	ricard saud jb explic e verd reform previd tem cont assist ai 
867796804015882240	reform previd escravag feit corrupt atend banc imperi empresar 
867796668124614656	cnbb conselh econom servic soc conden reform previd 
867796239567527937	quer sab reform previd pag vari romb viuv trabalh 
867796187381891072	jov perd mao dev agradec polici comec lut contr reform previd acab aposent invalid 
867796149998104577	pod vot reform previd escravag lut 
867796147619934209	aqu e acredit reform previd e necessar la bost fal a 
867795929604214784	@gilson diniz quant reform lul ment e favor reform previd duvid ou 
867795766932377602	dig reform previd escravag feit corrupt atend banc imperi empresar 
867795207487709184	@cnbbnac preocup reform previd fal seri ai explic cresc i 
867795165083258880	reform previd escravag feit corrupt atend banc imperi empresar 
867795144388595712	imag manifest democra tent imped sen vidr vot reform previd 
867795027161993219	ocupabrasil carr est lut contr reform previd notic fonacat 
867794982278750208	cnbb conselh econom servic soc conden reform previd 
867792957709090817	reform previd e quest est govern diz secret previd 
867792688665567232	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867792428316725249	public ouv deput feder sobr pens impeachment ele reform previd 
867792048803504128	ricard saud jb explic e verd reform previd tem cont assist ai 
867791681546059776	ricard saud jb explic e verd reform previd tem cont assist ai 
867791634301431809	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867791041562324992	ataqu hoj esplan mostr e urgent aprov fim contribu sindic obrigator re 
867790939565293568	@veniciussenaart reform previd pel reform trabalh pel fim mamat impost sindic pel 
867790171697229824	terror e reform trabalh previd ont brasil resum com sac chei 
867789542102888448	mulh mai prejudic reform previd 
867789535249399809	exat grand empr milionar soneg gov nao obrig pagu quer enfi goel abaix reform pre 
867789273545805825	agor imagin apen imagin forc arm inclu reform previd est aind fie 
867788577853370368	cnbb conselh econom servic soc conden reform previd 
867788510656434177	cnbb conselh econom servic soc conden reform previd 
867788389512343552	cnbb conselh econom servic soc conden reform previd 
867788319308083200	cnbb conselh econom servic soc conden reform previd 
867788134075047939	cnbb conselh econom servic soc conden reform previd 
867787853224439809	ant reform previd cobr gde dev jb cort privilegi 3 pod 
867787850955337728	ped vist tse alem prov e pi cen p entr janel prox ele compl reform 
867787785004085249	@veniciussenaart reform previd pel reform trabalh pel fim mamat impost sindic pel 
867787779580850179	cnbb conselh econom servic soc conden reform previd 
867787599632621568	@veniciussenaart reform previd pel reform trabalh pel fim mamat impost sindic pel 
867787453515661312	@veniciussenaart reform previd pel reform trabalh pel fim mamat impost sindic pel 
867787386914209793	cnbb conselh econom servic soc conden reform previd 
867787273949065216	esper v exa vot contr reform previd restabelec aposentad espec polic civil 
867787232710676480	@veniciussenaart reform previd pel reform trabalh pel fim mamat impost sindic pel 
867787207834304512	cnbb conselh econom servic soc conden reform previd 
867787151756406784	@veniciussenaart reform previd pel reform trabalh pel fim mamat impost sindic pel 
867787095481487360	cnbb conselh econom servic soc conden reform previd 
867786358248665088	telm lem ministr palestr event sobr reform previd rj 
867785951174676480	ricard saud jb explic e verd reform previd tem cont assist ai 
867785324084305920	verd reform previd tem qu faz vej 
867785295516897280	ricard saud jb explic e verd reform previd tem cont assist ai 
867785241036849152	ricard saud jb explic e verd reform previd tem cont assist ai 
867784913226956800	ricard saud jb explic e verd reform previd tem cont assist ai 
867784794704412674	 diret ja qm nao reform previd e trai a  nao    
